"Year: All values"
"Gender: All values"
"Academic Discipline, Broad (standardized): All values"
"Level of Degree or Other Award: All values"
,,,"","Degrees/Awards Conferred (NCES population of institutions) (Sum)"
"1979","Male","Law","First Professional Degrees","25,303"
"1979","Male","Law","Master's Degrees","1,392"
"1979","Male","Law","Bachelor's Degrees","404"
"1979","Male","Social Service Professions","Doctorate Degrees","105"
"1979","Male","Social Service Professions","Master's Degrees","3,424"
"1979","Male","Social Service Professions","Bachelor's Degrees","3,209"
"1979","Male","Social Service Professions","Associate's Degrees","1,221"
"1979","Male","Social Service Professions","2 But Less Than 4 Year Certificates","23"
"1979","Male","Social Service Professions","1 But Less Than 2 Year Certificates","87"
"1979","Male","Vocational Studies and Home Economics","Doctorate Degrees","85"
"1979","Male","Vocational Studies and Home Economics","Master's Degrees","1,568"
"1979","Male","Vocational Studies and Home Economics","Bachelor's Degrees","11,229"
"1979","Male","Vocational Studies and Home Economics","Associate's Degrees","14,899"
"1979","Male","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","795"
"1979","Male","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","1,669"
"1979","Male","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","463"
"1979","Male","Other Non-sciences or Unknown Disciplines","Master's Degrees","2,299"
"1979","Male","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","18,190"
"1979","Male","Other Non-sciences or Unknown Disciplines","Associate's Degrees","81,827"
"1979","Male","Other Non-sciences or Unknown Disciplines","Post-Master's Certificates","2,891"
"1979","Male","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","2,434"
"1979","Male","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","6,178"
"1980","Female","Engineering","Doctorate Degrees","95"
"1980","Female","Engineering","Master's Degrees","1,123"
"1980","Female","Engineering","Bachelor's Degrees","5,952"
"1980","Female","Physical Sciences","Doctorate Degrees","342"
"1980","Female","Physical Sciences","Master's Degrees","638"
"1980","Female","Physical Sciences","Bachelor's Degrees","4,185"
"1980","Female","Geosciences","Doctorate Degrees","44"
"1980","Female","Geosciences","Master's Degrees","336"
"1980","Female","Geosciences","Bachelor's Degrees","1,462"
"1980","Female","Math and Computer Sciences","Doctorate Degrees","127"
"1980","Female","Math and Computer Sciences","Master's Degrees","1,800"
"1980","Female","Math and Computer Sciences","Bachelor's Degrees","8,247"
"1980","Female","Life Sciences","Doctorate Degrees","1,381"
"1980","Female","Life Sciences","First Professional Degrees","5,735"
"1980","Female","Life Sciences","Master's Degrees","13,956"
"1980","Female","Life Sciences","Bachelor's Degrees","72,273"
"1980","Female","Life Sciences","Associate's Degrees","33,076"
"1980","Female","Life Sciences","2 But Less Than 4 Year Certificates","478"
"1980","Female","Life Sciences","1 But Less Than 2 Year Certificates","168"
"1980","Female","Psychology","Doctorate Degrees","1,171"
"1980","Female","Psychology","Master's Degrees","4,464"
"1980","Female","Psychology","Bachelor's Degrees","26,923"
"1980","Female","Social Sciences","Doctorate Degrees","855"
"1980","Female","Social Sciences","Master's Degrees","6,595"
"1980","Female","Social Sciences","Bachelor's Degrees","41,700"
"1980","Female","Social Sciences","Associate's Degrees","1,304"
"1980","Female","Social Sciences","2 But Less Than 4 Year Certificates","149"
"1980","Female","Social Sciences","1 But Less Than 2 Year Certificates","408"
"1980","Female","Science and Engineering Technologies","Doctorate Degrees","3"
"1980","Female","Science and Engineering Technologies","Master's Degrees","275"
"1980","Female","Science and Engineering Technologies","Bachelor's Degrees","6,900"
"1980","Female","Science and Engineering Technologies","Associate's Degrees","28,145"
"1980","Female","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","4,459"
"1980","Female","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","20,165"
"1980","Female","Interdisciplinary or Other Sciences","Doctorate Degrees","6"
"1980","Female","Interdisciplinary or Other Sciences","Master's Degrees","172"
"1980","Female","Interdisciplinary or Other Sciences","Bachelor's Degrees","1,191"
"1980","Female","Humanities","Doctorate Degrees","1,182"
"1980","Female","Humanities","Master's Degrees","6,555"
"1980","Female","Humanities","Bachelor's Degrees","38,286"
"1980","Female","Religion and Theology","Doctorate Degrees","85"
"1980","Female","Religion and Theology","First Professional Degrees","982"
"1980","Female","Religion and Theology","Master's Degrees","970"
"1980","Female","Religion and Theology","Bachelor's Degrees","1,837"
"1980","Female","Religion and Theology","Associate's Degrees","205"
"1980","Female","Religion and Theology","2 But Less Than 4 Year Certificates","523"
"1980","Female","Religion and Theology","1 But Less Than 2 Year Certificates","73"
"1980","Female","Arts and Music","Doctorate Degrees","244"
"1980","Female","Arts and Music","Master's Degrees","4,707"
"1980","Female","Arts and Music","Bachelor's Degrees","25,982"
"1980","Female","Arts and Music","Associate's Degrees","4,668"
"1980","Female","Arts and Music","2 But Less Than 4 Year Certificates","282"
"1980","Female","Arts and Music","1 But Less Than 2 Year Certificates","1,071"
"1980","Female","Architecture and Environmental Design","Doctorate Degrees","13"
"1980","Female","Architecture and Environmental Design","Master's Degrees","900"
"1980","Female","Architecture and Environmental Design","Bachelor's Degrees","2,548"
"1980","Female","Education","Doctorate Degrees","3,529"
"1980","Female","Education","Master's Degrees","73,657"
"1980","Female","Education","Bachelor's Degrees","90,155"
"1980","Female","Education","Associate's Degrees","4,487"
"1980","Female","Education","2 But Less Than 4 Year Certificates","490"
"1980","Female","Education","1 But Less Than 2 Year Certificates","790"
"1980","Female","Business and Management","Doctorate Degrees","125"
"1980","Female","Business and Management","Master's Degrees","12,426"
"1980","Female","Business and Management","Bachelor's Degrees","65,073"
"1980","Female","Business and Management","Associate's Degrees","57,632"
"1980","Female","Business and Management","2 But Less Than 4 Year Certificates","5,549"
"1980","Female","Business and Management","1 But Less Than 2 Year Certificates","16,530"
"1980","Female","Communication and Librarianship","Doctorate Degrees","108"
"1980","Female","Communication and Librarianship","Master's Degrees","5,881"
"1980","Female","Communication and Librarianship","Bachelor's Degrees","14,601"
"1980","Female","Communication and Librarianship","Associate's Degrees","352"
"1980","Female","Communication and Librarianship","2 But Less Than 4 Year Certificates","41"
"1980","Female","Communication and Librarianship","1 But Less Than 2 Year Certificates","97"
"1980","Female","Law","Doctorate Degrees","4"
"1980","Female","Law","First Professional Degrees","10,821"
"1980","Female","Law","Master's Degrees","286"
"1980","Female","Law","Bachelor's Degrees","311"
"1980","Female","Social Service Professions","Doctorate Degrees","95"
"1980","Female","Social Service Professions","Master's Degrees","7,927"
"1980","Female","Social Service Professions","Bachelor's Degrees","12,002"
"1980","Female","Social Service Professions","Associate's Degrees","2,712"
"1980","Female","Social Service Professions","2 But Less Than 4 Year Certificates","95"
"1980","Female","Social Service Professions","1 But Less Than 2 Year Certificates","131"
"1980","Female","Vocational Studies and Home Economics","Doctorate Degrees","149"
"1980","Female","Vocational Studies and Home Economics","Master's Degrees","2,848"
"1980","Female","Vocational Studies and Home Economics","Bachelor's Degrees","22,743"
"1980","Female","Vocational Studies and Home Economics","Associate's Degrees","5,723"
"1980","Female","Vocational Studies and Home Economics","2 But Less Than 4 Year Certificates","466"
"1980","Female","Vocational Studies and Home Economics","1 But Less Than 2 Year Certificates","1,216"
"1980","Female","Other Non-sciences or Unknown Disciplines","Doctorate Degrees","124"
"1980","Female","Other Non-sciences or Unknown Disciplines","Master's Degrees","2,420"
"1980","Female","Other Non-sciences or Unknown Disciplines","Bachelor's Degrees","20,130"
"1980","Female","Other Non-sciences or Unknown Disciplines","Associate's Degrees","82,077"
"1980","Female","Other Non-sciences or Unknown Disciplines","Post-Master's Certificates","1,791"
"1980","Female","Other Non-sciences or Unknown Disciplines","2 But Less Than 4 Year Certificates","1,337"
"1980","Female","Other Non-sciences or Unknown Disciplines","1 But Less Than 2 Year Certificates","4,590"
"1980","Male","Engineering","Doctorate Degrees","2,419"
"1980","Male","Engineering","Master's Degrees","14,820"
"1980","Male","Engineering","Bachelor's Degrees","52,858"
"1980","Male","Physical Sciences","Doctorate Degrees","2,235"
"1980","Male","Physical Sciences","Master's Degrees","2,770"
"1980","Male","Physical Sciences","Bachelor's Degrees","13,285"
"1980","Male","Geosciences","Doctorate Degrees","462"
"1980","Male","Geosciences","Master's Degrees","1,457"
"1980","Male","Geosciences","Bachelor's Degrees","4,693"
"1980","Male","Math and Computer Sciences","Doctorate Degrees","837"
"1980","Male","Math and Computer Sciences","Master's Degrees","4,715"
"1980","Male","Math and Computer Sciences","Bachelor's Degrees","14,439"
"1980","Male","Life Sciences","Doctorate Degrees","3,757"
"1980","Male","Life Sciences","First Professional Degrees","21,841"
"1980","Male","Life Sciences","Master's Degrees","10,538"
"1980","Male","Life Sciences","Bachelor's Degrees","49,071"
"1980","Male","Life Sciences","Associate's Degrees","3,428"
"1980","Male","Life Sciences","2 But Less Than 4 Year Certificates","79"
"1980","Male","Life Sciences","1 But Less Than 2 Year Certificates","117"
"1980","Male","Psychology","Doctorate Degrees","1,604"
"1980","Male","Psychology","Master's Degrees","3,397"
"1980","Male","Psychology","Bachelor's Degrees","15,590"
"1980","Male","Social Sciences","Doctorate Degrees","2,292"
"1980","Male","Social Sciences","Master's Degrees","12,343"
"1980","Male","Social Sciences","Bachelor's Degrees","51,419"
"1980","Male","Social Sciences","Associate's Degrees","596"
"1980","Male","Social Sciences","2 But Less Than 4 Year Certificates","84"
"1980","Male","Social Sciences","1 But Less Than 2 Year Certificates","193"
"1980","Male","Science and Engineering Technologies","Doctorate Degrees","28"
"1980","Male","Science and Engineering Technologies","Master's Degrees","564"
"1980","Male","Science and Engineering Technologies","Bachelor's Degrees","12,359"
"1980","Male","Science and Engineering Technologies","Associate's Degrees","45,350"
"1980","Male","Science and Engineering Technologies","2 But Less Than 4 Year Certificates","7,375"
"1980","Male","Science and Engineering Technologies","1 But Less Than 2 Year Certificates","18,009"
"1980","Male","Interdisciplinary or Other Sciences","Doctorate Degrees","41"
"1980","Male","Interdisciplinary or Other Sciences","Master's Degrees","1,127"
"1980","Male","Interdisciplinary or Other Sciences","Bachelor's Degrees","2,911"
"1980","Male","Humanities","Doctorate Degrees","1,665"
"1980","Male","Humanities","Master's Degrees","4,729"
"1980","Male","Humanities","Bachelor's Degrees","29,075"
"1980","Male","Religion and Theology","Doctorate Degrees","1,298"
"1980","Male","Religion and Theology","First Professional Degrees","6,133"
"1980","Male","Religion and Theology","Master's Degrees","2,176"
"1980","Male","Religion and Theology","Bachelor's Degrees","5,576"
"1980","Male","Religion and Theology","Associate's Degrees","311"
"1980","Male","Religion and Theology","2 But Less Than 4 Year Certificates","665"
"1980","Male","Religion and Theology","1 But Less Than 2 Year Certificates","54"
"1980","Male","Arts and Music","Doctorate Degrees","427"
"1980","Male","Arts and Music","Master's Degrees","4,221"
"1980","Male","Arts and Music","Bachelor's Degrees","15,233"
"1980","Male","Arts and Music","Associate's Degrees","2,153"
"1980","Male","Arts and Music","2 But Less Than 4 Year Certificates","127"
"1980","Male","Arts and Music","1 But Less Than 2 Year Certificates","208"
"1980","Male","Architecture and Environmental Design","Doctorate Degrees","66"
"1980","Male","Architecture and Environmental Design","Master's Degrees","2,257"
"1980","Male","Architecture and Environmental Design","Bachelor's Degrees","6,628"
"1980","Male","Education","Doctorate Degrees","4,456"
"1980","Male","Education","Master's Degrees","31,764"
"1980","Male","Education","Bachelor's Degrees","32,566"
"1980","Male","Education","Associate's Degrees","747"
"1980","Male","Education","2 But Less Than 4 Year Certificates","63"
